17:21:43  17.3810941831522 0.0335692279  169.9775  0  0.0328336954
17:21:49  17.3810941831522 0.03366163  170.07923  0  0.0335692279
17:21:55  18.3810941831522 0.0337327234  170.24954  0  0.03366163
17:22:01  18.3810941831522 0.0338349454  170.39775  0  0.0337327234
17:22:07  18.3810941831522 0.0339048542  170.54025  0  0.0338349454
17:22:13  18.6269443348119 0.0339925103  170.68847  0  0.0339048542
17:22:19  18.3810941831522 0.0341170691  170.80864  0  0.0339925103
17:22:25  18.6269443348119 0.034170799  170.97291  0  0.0341170691
17:22:31  18.3810941831522 0.0342743173  171.08877  0  0.034170799
17:22:37  18.3810941831522 0.0343747064  171.22773  0  0.0342743173
17:22:43  18.3810941831522 0.0344614312  171.38838  0  0.0343747064
17:22:49  18.3810941831522 0.034545403  171.53024  0  0.0344614312
17:22:55  18.3810941831522 0.0346605778  171.65791  0  0.034545403
17:23:01  18.3810941831522 0.0347605012  171.79519  0  0.0346605778
17:23:07  18.3810941831522 0.0348246619  171.95755  0  0.0347605012
17:23:13  18.3810941831522 0.0349460989  172.06208  0  0.0348246619
17:23:19  18.3810941831522 0.03502924  172.19436  0  0.0349460989
17:23:25  18.3810941831522 0.0351289473  172.3466  0  0.03502924
17:23:31  18.3810941831522 0.0351917632  172.45838  0  0.0351289473
17:23:37  18.3810941831522 0.0353021584  172.60907  0  0.0351917632
17:23:43  18.3810941831522 0.0354177468  172.73594  0  0.0353021584
17:23:49  18.3810941831522 0.0355054997  172.84036  0  0.0354177468
17:23:55  18.3810941831522 0.0355958231  172.94291  0  0.0355054997
17:24:01  18.3810941831522 0.0357069336  173.08511  0  0.0355958231
17:24:07  18.3810941831522 0.0358090214  173.18679  0  0.0357069336
17:24:13  18.3810941831522 0.0358916372  173.31163  0  0.0358090214
17:24:19  18.3810941831522 0.0359590277  173.47808  0  0.0358916372
17:24:25  18.3810941831522 0.0360683762  173.55227  0  0.0359590277
17:24:31  18.3810941831522 0.0361572616  173.69268  0  0.0360683762
17:24:37  18.3810941831522 0.0362442955  173.79266  0  0.0361572616
17:24:43  18.3810941831522 0.0363409668  173.92753  0  0.0362442955
17:24:49  18.3810941831522 0.0364213735  174.04393  0  0.0363409668
17:24:55  18.6269443348119 0.0364875793  174.18779  0  0.0364213735
17:25:01  18.6269443348119 0.0365933254  174.28355  0  0.0364875793
17:25:07  18.6269443348119 0.0366891548  174.41746  0  0.0365933254
17:25:13  18.6269443348119 0.0367872193  174.50791  0  0.0366891548
17:25:19  18.3810941831522 0.0368857756  174.61654  0  0.0367872193
17:25:25  18.6269443348119 0.0369504318  174.73342  0  0.0368857756
17:25:31  18.6269443348119 0.0370719805  174.83812  0  0.0369504318
17:25:37  18.6269443348119 0.0371390432  174.95204  0  0.0370719805
17:25:43  18.6269443348119 0.0372261778  175.04245  0  0.0371390432
17:25:49  18.6269443348119 0.0373196267  175.16708  0  0.0372261778
17:25:55  18.6269443348119 0.0374137387  175.27351  0  0.0373196267
17:26:01  18.8727944864717 0.0375236087  175.36439  0  0.0374137387
17:26:07  18.8727944864717 0.0376010314  175.49014  0  0.0375236087
17:26:13  18.8727944864717 0.0376999602  175.59056  0  0.0376010314
17:26:19  18.6269443348119 0.0378003418  175.69587  0  0.0376999602
17:26:25  18.8727944864717 0.037881095  175.78183  0  0.0378003418
17:26:31  18.8727944864717 0.0379787013  175.90234  0  0.037881095
17:26:37  18.8727944864717 0.0380871594  176.02092  0  0.0379787013
17:26:43  18.8727944864717 0.0381582864  176.12329  0  0.0380871594
17:26:49  18.8727944864717 0.0382521264  176.22398  0  0.0381582864
17:26:55  18.8727944864717 0.0383416116  176.30287  0  0.0382521264
17:27:01  18.8727944864717 0.0384406075  176.40197  0  0.0383416116
17:27:07  18.8727944864717 0.0385252051  176.51722  0  0.0384406075
17:27:13  18.8727944864717 0.0386123881  176.59768  0  0.0385252051
17:27:19  18.8727944864717 0.0387117006  176.69105  0  0.0386123881
17:27:25  18.8727944864717 0.0388097689  176.78923  0  0.0387117006
17:27:31  19.1186446381315 0.0388808027  176.88583  0  0.0388097689
17:27:37  19.1186446381315 0.0389852859  176.97836  0  0.0388808027
17:27:43  19.1186446381315 0.0390490703  177.07045  0  0.0389852859
17:27:49  19.1186446381315 0.0391721316  177.16741  0  0.0390490703
17:27:55  19.3644947897912 0.0392750017  177.25517  0  0.0391721316
17:28:01  19.1186446381315 0.039360851  177.34877  0  0.0392750017
17:28:07  19.3644947897912 0.0394393094  177.42166  0  0.039360851
